Survey,ID,Quest,CHOICE,TT1,CONG1,VAR1,TC1,TT2,CONG2,VAR2,TC2,TT3,CONG3,VAR3,TC3,AV1,AV2,AV3,age,edu,edufin,sex,E1,E2,E3,E4,E5,E6,E7
2,1756,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,32,6,6,1,2,2,4,3,4,4,3
2,1756,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,32,6,6,1,2,2,4,3,4,4,3
2,1756,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,32,6,6,1,2,2,4,3,4,4,3
2,1756,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,32,6,6,1,2,2,4,3,4,4,3
2,1756,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,32,6,6,1,2,2,4,3,4,4,3
2,1756,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,32,6,6,1,2,2,4,3,4,4,3
1,1781,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,34,6,6,2,2,4,3,2,2,3,2
1,1781,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,34,6,6,2,2,4,3,2,2,3,2
2,2550,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,2550,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,41,4,4,1,4,4,3,4,3,3,4
2,1427,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,7,1,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,40,2,2,1,4,4,3,3,5,5,1
2,1427,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,40,2,2,1,4,4,3,3,5,5,1
1,1429,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,28,6,4,2,2,2,4,4,5,4,4
1,1429,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,28,6,4,2,2,2,4,4,5,4,4
2,1817,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,43,6,6,2,5,2,5,3,3,2,2
2,1817,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,43,6,6,2,5,2,5,3,3,2,2
1,1820,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,40,4,4,2,2,3,3,1,3,1,2
1,1820,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,40,4,4,2,2,3,3,1,3,1,2
2,1821,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,7,1,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1821,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,41,4,4,1,4,4,2,4,4,4,3
2,1822,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,31,7,7,2,4,3,4,2,4,3,2
2,1822,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,31,7,7,2,4,3,4,2,4,3,2
1,1823,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,1823,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,42,6,6,1,3,4,5,1,1,3,3
1,2554,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,4,2,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,7,1,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,56,4,4,1,5,4,2,3,4,3,3
1,2554,9,3,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,56,4,4,1,5,4,2,3,4,3,3
2,1826,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1826,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,33,6,4,1,2,4,4,2,2,1,2
2,1828,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,22,4,4,2,2,4,4,2,4,3,2
2,1828,9,2,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,22,4,4,2,2,4,4,2,4,3,2
1,1433,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1433,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,55,4,2,1,2,4,3,2,1,3,4
1,1361,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,2,1,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,4,2,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1361,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,45,2,2,1,2,3,2,1,2,1,2
1,1853,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,45,7,7,1,4,3,4,2,4,1,1
1,1853,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,45,7,7,1,4,3,4,2,4,1,1
2,1859,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1859,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,47,3,2,1,3,2,1,1,3,2,2
2,1437,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,6,1,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1437,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,28,7,7,1,2,4,4,2,3,4,2
2,1862,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1862,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,41,4,4,1,3,3,3,3,3,3,3
2,1864,1,3,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,4,2,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,7,1,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1864,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,41,6,4,1,1,4,3,2,3,3,4
2,1865,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,61,6,5,2,2,5,5,1,2,1,2
2,1865,9,2,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,61,6,5,2,2,5,5,1,2,1,2
1,1867,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,42,4,4,1,4,4,5,3,3,4,4
1,1867,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,42,4,4,1,4,4,5,3,3,4,4
2,1869,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,46,4,4,1,3,4,5,3,4,3,2
2,1869,9,2,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,46,4,4,1,3,4,5,3,4,3,2
1,1870,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,50,6,6,2,2,3,3,1,4,1,3
1,1870,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,50,6,6,2,2,3,3,1,4,1,3
1,1870,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,50,6,6,2,2,3,3,1,4,1,3
